ObjectID,Proposed Management Action,Strategy,Scale,Resources,Data Requirements,Lead Organisation,Potential Partners,Capital Cost,In-Kind Contributions,Maintainance Required,Annual Cost,Funding Available,Completion Date,District,Costing Certainty,Funding Shortfall,Funding_Status_TRUE,Shortfall_Captial,Shortfall_In-Kind,Shortfall_Annual,Conditioned_Total_Costings,Combined_Costings,Choosing the Costing Variable,Filtered_Costings_Data
7788,B,Development and delivery of a project,4,https://www.theleven.org/projects/river-restoration/restoring-the-river-leven-project/,"Water temperature logs
Water gauge readings
LiDAR data
Ground level readings
Peat depth data
Morphological walkover survey data
River Habitat Survey (RHS) data
Digital terrain model from UAV (drone)
Orthomosaic from UAV (drone)
Animal population data (electrofishing, invertebrate samples, eDNA, etc.)",Forth Rivers Trust,"SEPA
NatureScot
Landowners
Centre for Hydrology and Ecology ",400000,20000,Yes,20000,Partially Funded,Within 5 Years,Forth,,460000,Funded,No,No,No,900000,440000,900000,900000
7797,B,Removal of barrier to fish migration,1,https://forthriverstrust.org/project/dollar-weir-fish-pass-improvements/,"Structure dimensions
LiDAR data
Level readings
Morphological walkover survey data
River Habitat Survey (RHS) data
Digital terrain model from UAV (drone)
Orthomosaic from UAV (drone)
Animal population data (electrofishing, invertebrate samples, eDNA, etc.)",Forth Rivers Trust,"Forth District Salmon Fishery Board
Landowner",350000,10000,No,,,Within 5 Years,Forth,Estimate,410000,Unfunded,No,No,No,770000,360000,770000,770000
2885,G,Collect data on water temperature. Develop catchment management plans and riparian planting schemes to improve riparian habitat and channel shading,3,,,AFT,"Riverwoods, local landowners, MSS, FLS",0,0,Yes,0,Unfunded,More than 5 Years,Argyll,Estimate,400000,Unfunded,No,No,No,400000,0,400000,400000
2888,G,"SRTMN, local Deer management Group data, tree planting survey",3,,,AFT,"Riverwoods, local landowners, MSS, FLS",0,0,Yes,0,Unfunded,More than 5 Years,Argyll,Estimate,400000,Unfunded,No,No,No,400000,0,400000,400000
2890,G,"SRTMN, local Deer management Group data, tree planting survey",3,,,AFT,"Riverwoods, local landowners, MSS, FLS",0,0,Yes,0,Unfunded,More than 5 Years,Argyll,Estimate,400000,Unfunded,No,No,No,400000,0,400000,400000
3028,B,"Continue to monitor the recovery of juvenile salmon populations upstream of Ceannacroc Heck. Complete a fish passage assessment to ensure that the pass is operating efficiently. Consider making changes to its operation/design if required (e.g., flow/velocities through the pass). Removal of Ceannacroc Heck would be the most desireable outcome but SSE are seeking to re-purpose as a gauging weir. Removel may still be an option in the medium term. Radio Tracking.",1,,Electrofishing surveys,NDSFB,SEPA                                                                                                                                                                                                                  SSE,0,0,Yes,400000,Unfunded,Within 5 Years,Ness,Estimate,400000,Unfunded,No,No,Yes,,400000,400000,400000
7390,B,Investigate the barrier with a view to partial removal. Design and construct a solution to improve fish migration.,1,,"Hydrology report, technical construction report, barrier removal designs",North Ayrshire Council ,"Structure owner, North Ayrshire Council, SEPA, ",400000,,No,,Unfunded,More than 5 Years,Irvine and Garnock,Estimate,400000,Unfunded,Yes,No,No,,400000,400000,400000
7425,G,"Install fencing to exclude livestock and minimise erosion,  plant native broadleaf trees and stabilise eroding riverbanks using green engineering technologies e.g., willow. Monitoring required throughout.",4,,"Rural payment schemes, landowners",Ayrshire Rivers Trust,"Landowner, SEPA",400000,,Yes,,Unfunded,More than 5 Years,Irvine and Garnock,Estimate,400000,Unfunded,Yes,No,No,,400000,400000,400000
7757,E,Scottish Canals should screen and monitor fish escapes from canal into wild rivers,1,https://www.scottishcanals.co.uk/assets/what-we-are-doing/future-planning-2/,Water quantity measurements canal,Scottish Canals,"Forth District Salmon Fishery Board
Marine Directorate
Angling clubs
Fish Health Inspectorate",300000,0,Yes,50000,Unfunded,Annual,Forth,Estimate,370000,Unfunded,No,No,No,720000,350000,720000,720000
7827,L,Identify pressures on our rivers,1,https://forthriverstrust.org/science/ ,,Forth Rivers Trust,Scottish Water,250000,0,Yes,25000,Unfunded,More than 5 Years,Forth,,355000,Unfunded,No,No,No,630000,275000,630000,630000
7799,B,Removal of barrier to fish migration,1,https://forthriverstrust.org/project/lost-wee-weirs-of-the-forth/,"Structure dimensions
LiDAR data
Level readings
Morphological walkover survey data
River Habitat Survey (RHS) data
Digital terrain model from UAV (drone)
Orthomosaic from UAV (drone)
Animal population data (electrofishing, invertebrate samples, eDNA, etc.)",Forth Rivers Trust,"Landowner
Local Authority
Community",300000,0,Yes,10000,Unfunded,Within 5 Years,Forth,Estimate,350000,Unfunded,No,No,No,660000,310000,660000,660000
2486,L,Idenitfy the best suitable location to install a fish counter. Subsequently initiate a installation cositng report.,5,https://link.springer.com/article/10.1007/s10452-022-09967-5,,KoSDSFB,Marine Scotland,300000,25000,Yes,10000,Unfunded,Within 5 Years,Kyle of Sutherland,Estimate,325000,Unfunded,No,No,No,660000,335000,660000,660000
2298,R,1) Identify suitable location for S.A.S. 2) Capture smolts from above Spey dam and send to location 3) Raise smolts to adults 4) Release adult fish above Spey Dam,1,,Methodology for the rearing of wild smolts in captivity,SFB,GFG,100000,20000,Yes,0,Unfunded,Within 5 Years,Spey,Little Confidence,300000,Unfunded,No,No,No,420000,120000,420000,420000
2930,H,"Work with landowners to encourage and implement land management practices that increase the retention of water, Including peat restoration, enhanced 3D buffer strips and sensitive forestry planting.",4,https://www.farmingandwaterscotland.org/,,DBIRT,"Atlantic Salmon TrustDeveron DSFB, JHI, Naturescot..",0,0,Yes,0,Unfunded,Annual,Deveron,Estimate,300000,Unfunded,No,No,No,300000,0,300000,300000
7224,M,Identify and map areas of peatland that require restoration and source funding. Work with partners and landowners to block drains along with other restoration actions.,5,,Peat Depth and condition,Nature Scot,"Ayrshire Rivers Trust, RSPB, Landowner, Forestry Land Scotland",300000,,No,,Unfunded,More than 5 Years,Ayr,Estimate,300000,Unfunded,Yes,No,No,,300000,300000,300000
7424,G,"Install fencing to exclude livestock and minimise erosion,  plant native broadleaf trees and stabilise eroding riverbanks using green engineering technologies e.g., willow. Monitoring required throughout.",3,,"Rural payment schemes, landowners",Ayrshire Rivers Trust,"Landowner, SEPA",300000,,Yes,,Unfunded,More than 5 Years,Irvine and Garnock,Estimate,300000,Unfunded,Yes,No,No,,300000,300000,300000
7185,G,"Provide stock proof fencing to protect buffers, manage grazing and plant them with locally sourced broadleaf trees. Removal of plastic tree guards to be recylced once trees have reached sufficient size.",4,,,Ayrshire Rivers Trust,Landowner and DSFB,299360,,No,,Unfunded,More than 5 Years,Ayr,Very Confident,299360,Unfunded,Yes,No,No,,299360,299360,299360
7800,B,Easement of fish passage,4,,"Structure dimensions
LiDAR data
Level readings
Morphological walkover survey data
River Habitat Survey (RHS) data
Digital terrain model from UAV (drone)
Orthomosaic from UAV (drone)
Animal population data (electrofishing, invertebrate samples, eDNA, etc.)",Diageo,"Forth Rivers Trust
Forth District Salmon Fishery  Board",250000,5000,No,0,Unfunded,Within 5 Years,Forth,Estimate,285000,Unfunded,No,No,No,540000,255000,540000,540000
2289,B,1) Discuss with GFG about the potential to remove the Mashie Dam 2) Survey the Dam for fishpass construction options 3) Construct fishpass/remove the dam,1,https://drive.google.com/file/d/1gN6hmVlsU7e3Tq-k7b21jZeFGtjUDGkg/view?usp=share_link,Cost Benefit analysis of removing the dam or installing a fish pass,GFG,,250000,20000,Yes,0,Unfunded,Within 5 Years,Spey,Little Confidence,250000,Unfunded,Yes,No,No,,270000,270000,270000
3100,G,Identify areas requiring stock exclusion and engage with relevant farmers and seek agreements to exclude stock. Seek funding to implement.,3,,Data on riparian condition and juvenile fish populations,TRT,"TDSFB, SEPA, NatureScot, NFUS, riparian and fisheries owners",250000,5000,Yes,5000,Unfunded,Within 5 Years,Tay,Estimate,250000,Unfunded,Yes,No,No,,260000,260000,260000
3227,Q,"The ADSFB consider that riparian planting must be undertaken at a scale large enough to make a significant difference across the catchment.  GFT were contracted in to develop up a landscape scale project - a submission was made to Riverwoods for development fundimg for a natural capital project.  There will need on-going maintenance, beaten up and tree guards removed once trees are of suffient size (~5 years after planting) etc.  Some of these waters will need riparian conifer regen removed or stock proof fencing erected before hard woods can be planted.  Adequate tree protection and on-going maintenance will be required.",3,https://www.gov.scot/publications/scotland-river-temperature-monitoring-network-srtmn/,If a natural capital project proceeds then a detailed audit and assessment will need to be undertaken.,GFT (on behalf of ADSFB,"ADSFB, FLS, private forest interests, landowners, RAW, community groups",250000,0,Yes,0,Unfunded,Annual,Annan,Fairly Confident,250000,Unfunded,Yes,No,No,,250000,250000,250000
7216,G,Stabilise eroding river banks using locally sourced willow steaks and brash bundles. Ensure deer proof fencing protects the banks. Provide stock proof fencing to protect buffers and plant them with locally sourced broadleaf trees. Investigate the iron wei,3,,,Ayrshire Rivers Trust,"Landowner, AECS, RSPB, Local Authority, DSFB",250000,,Yes,,Unfunded,Within 5 Years,Ayr,Estimate,250000,Unfunded,Yes,No,No,,250000,250000,250000
7381,B,Possibly design and construct a technical fish pass solution to improve fish migration. Negotiate better sediment management upstream.,1,,,Ayrshire Rivers Trust,"SEPA, Scottish Water, hydro operator",250000,,No,,Unfunded,N/A,Irvine and Garnock,Estimate,250000,Unfunded,Yes,No,No,,250000,250000,250000
7415,B,Work with SEPA to design options to improve fish migration through fish pass solutions or partial removal of weir.,1,,,Ayrshire Rivers Trust,"Householders, SEPA, Angling Club, East Ayrshire Council",,,Yes,750,Unfunded,More than 5 Years,Irvine and Garnock,Fairly Confident,250000,Unfunded,No,No,No,250750,750,250750,250750
7649,G,Stabilise eroding river banks using locally sourced willow steaks and brash bundles. Ensure stock proof fencing protects the banks. Provide stock proof fencing to protect buffers and plant them with locally sourced broadleaf trees.,3,,,SRUC,"Landowners, SRUC, Ayrshire rivers trust, RSPB",250000,0,Yes,,Unfunded,Within 5 Years,Ayr,Little Confidence,250000,Unfunded,Yes,No,No,,250000,250000,250000
7647,F,Stabilise eroding river banks using locally sourced willow stakes and brash bundles. Provide stock proof fencing to protect buffers and plant them with locally sourced broadleaf trees. Remove plastic tree guards once trees have reached sufficient size.,4,,,Ayrshire Rivers Trust,"Landowners, DSFB, AECS, RSPB, Local Authority",243400,0,No,,Unfunded,Within 5 Years,Ayr,Very Confident,243400,Unfunded,Yes,No,No,,243400,243400,243400
7792,D,Development and delivery of a project,1,https://forthriverstrust.org/project/allan-water-project/,"Water temperature logs
Water gauge readings
LiDAR data
Ground level readings
Peat depth data
Morphological walkover survey data
River Habitat Survey (RHS) data
Digital terrain model from UAV (drone)
Orthomosaic from UAV (drone)
Animal population data (electrofishing, invertebrate samples, eDNA, etc.)",Forth Rivers Trust,"Landowner
NatureScot
SEPA
Local Authority",192000,15000,No,0,Funding Secured,Within 1 Year,Forth,Very Confident,232000,Funded,No,No,No,439000,207000,439000,439000
2259,O,Record current distribution of riparian INNS within the catchment. Train staff and volunteers to control INNS effectively and safely.  Target the control of INNS according to the correct time of year when treatment is most effective. Engage and train volunteers and landowners to continue control.,5,,,Nith Catchment Fishery Trust/Nith District Salmon Fishery Board,"Landowners, Volunteers",150000,20000,Yes,80000,Unfunded,More than 5 Years,Nith,Fairly Confident,230000,Unfunded,No,No,No,480000,250000,480000,480000
7702,G,Provide stock proof fencing to protect buffers and plant them with locally sourced broadleaf trees. Add large woody debris to create instream diversity,3,,,Ayrshire Rivers Trust,"Landowners, DSFB",202800,0,No,,Unfunded,More than 5 Years,Girvan,Very Confident,202800,Unfunded,Yes,No,No,,202800,202800,202800
2288,D,The following steps at Spey Dam are scheduled to improve upstream fish passage. 1) Install a lighting system within the fishpass to match external lighting conditions 2) Conduct a topographic survey of the fishpass to model improvements that can be made to reduce turbulence 3) Physically modify the notches of the fishpass to improve passage 4) Monitor improvements in fish passage through redd counts and electrofishing,1,https://docs.google.com/document/d/1-0Fz98sqe-eEu2sXaf9vYX7-MPRkGpha/edit?usp=share_link&ouid=114143616884149740140&rtpof=true&sd=true,"Topological survey of the fish pass, modelled best actions to improve passage, juvenile salmonid density upstream of Spey Dam",GFG,,200000,0,Yes,0,Funding Secured,Within 2 Years,Spey,Estimate,200000,Funded,Yes,No,No,,200000,200000,200000
2999,S,"Work in partnership with SSE, SEPA and future developers to assess the current operation of the sluices and any potential impacts on salmon and sea trout populations in the Ness System.                                                                             If required, CAR licence should be amended to reflect the best possible water management plan, facilitating the needs of both SSE, operators and fish populations.                                                                                           Assess smolt migrations through Loch Ness to ascertain likely impacts from these schemes and Implement mitigation strategies.",4,Atlantic Salmon Trust - Moray Firth Tracking Project Reports                                                                 Hydrological Reports,Tracking studies,NDSFB,SEPA                                                                              Atlantic Salmon Trust                                                Scottish Canals                                                            FMS                                                                             SSE                                                                                                                                                                                       Scheme Developers,0,0,Yes,200000,Unfunded,Within 3 Years,Ness,Estimate,200000,Unfunded,No,No,Yes,,200000,200000,200000
